date,id_station,counts,PM2_5,RH,TMP,WSP,juliano,dia_semana,date_index,zone,indice,clase
2016-01-06,UAX,19,9.578947368421053,58.0,13.684210526315793,1.9315789473684208,6,2,5,SE,39.912,Buena
2016-01-06,UIZ,20,12.45,54.7,13.905000000000001,2.1300000000000003,6,2,5,SE,51.521,Regular
2016-01-06,XAL,19,18.894736842105264,46.421052631578945,14.342105263157896,2.5842105263157897,6,2,5,NE,61.12,Regular
2016-01-07,AJM,20,6.45,46.1,12.405000000000001,3.21,7,3,6,SO,26.875,Buena
2016-01-07,AJU,21,5.714285714285714,75.52380952380952,6.319047619047619,3.000000000000001,7,3,6,SO,23.81,Buena
2016-01-07,BJU,19,8.368421052631579,48.31578947368421,13.56842105263158,1.7157894736842105,7,3,6,CE,34.868,Buena
2016-01-07,HGM,24,9.791666666666666,39.208333333333336,14.441666666666668,1.7541666666666664,7,3,6,CE,40.799,Buena
2016-01-07,MER,24,9.666666666666666,44.875,14.266666666666666,2.45,7,3,6,CE,40.278,Buena
2016-01-07,MGH,23,7.217391304347826,42.869565217391305,14.252173913043482,2.3217391304347834,7,3,6,NO,30.072,Buena
2016-01-07,NEZ,24,8.708333333333334,44.583333333333336,15.008333333333331,2.7125,7,3,6,NE,36.285,Buena
2016-01-07,SAG,24,19.708333333333332,46.208333333333336,15.141666666666666,1.5291666666666668,7,3,6,NE,62.332,Regular
2016-01-07,TLA,24,10.291666666666666,40.458333333333336,13.829166666666667,2.3958333333333335,7,3,6,NO,42.882,Buena
2016-01-07,UAX,18,8.444444444444445,53.72222222222222,12.783333333333335,1.8888888888888888,7,3,6,SE,35.185,Buena
2016-01-07,UIZ,24,9.0,47.208333333333336,14.066666666666665,2.4,7,3,6,SE,37.5,Buena
2016-01-07,XAL,24,14.208333333333334,38.708333333333336,14.299999999999997,3.6416666666666675,7,3,6,NE,54.14,Regular
2016-01-08,AJM,20,7.15,38.1,12.459999999999999,3.02,8,4,7,SO,29.792,Buena
2016-01-08,BJU,24,9.333333333333334,40.708333333333336,14.587499999999999,1.9166666666666663,8,4,7,CE,38.889,Buena
2016-01-08,HGM,24,8.625,34.875,14.9,1.9291666666666663,8,4,7,CE,35.938,Buena
2016-01-08,MER,24,13.75,41.416666666666664,14.745833333333337,2.3875,8,4,7,CE,53.457,Regular
2016-01-08,MGH,23,7.217391304347826,37.69565217391305,14.299999999999999,2.4478260869565216,8,4,7,NO,30.072,Buena
2016-01-08,NEZ,23,9.869565217391305,44.43478260869565,15.217391304347824,2.9217391304347826,8,4,7,NE,41.123,Buena
2016-01-08,SAG,22,22.90909090909091,44.09090909090909,14.981818181818182,1.4500000000000002,8,4,7,NE,67.099,Regular
2016-01-08,TLA,24,9.875,34.833333333333336,14.104166666666666,2.3750000000000004,8,4,7,NO,41.146,Buena
2016-01-08,UAX,20,7.55,50.4,13.139999999999997,1.78,8,4,7,SE,31.458,Buena
2016-01-08,UIZ,21,12.80952380952381,46.57142857142857,13.69047619047619,2.104761904761905,8,4,7,SE,52.057,Regular
2016-01-08,XAL,19,16.105263157894736,38.26315789473684,13.268421052631577,2.994736842105263,8,4,7,NE,56.965,Regular
2016-01-09,BJU,24,14.833333333333334,38.333333333333336,14.1,1.7958333333333334,9,5,8,CE,55.071,Regular
2016-01-09,HGM,24,13.625,32.958333333333336,14.566666666666665,1.4874999999999998,9,5,8,CE,53.271,Regular
2016-01-09,MER,24,15.666666666666666,39.458333333333336,14.300000000000004,2.0250000000000004,9,5,8,CE,56.312,Regular
2016-01-09,MGH,24,11.625,34.166666666666664,14.279166666666667,2.1791666666666667,9,5,8,NO,48.438,Buena
2016-01-09,NEZ,23,13.478260869565217,43.17391304347826,14.700000000000003,3.039130434782609,9,5,8,NE,53.053,Regular
2016-01-09,SAG,23,26.52173913043478,44.43478260869565,15.08695652173913,1.482608695652174,9,5,8,NE,72.479,Regular
2016-01-09,TLA,24,21.666666666666668,34.083333333333336,13.741666666666667,2.016666666666667,9,5,8,NO,65.248,Regular
2016-01-09,UAX,20,12.85,48.35,12.430000000000001,1.6550000000000005,9,5,8,SE,52.117,Regular
2016-01-09,UIZ,21,15.0,45.904761904761905,13.047619047619047,2.0476190476190474,9,5,8,SE,55.319,Regular
2016-01-09,XAL,23,15.173913043478262,36.26086956521739,14.36521739130435,2.208695652173913,9,5,8,NE,55.578,Regular
2016-01-10,BJU,24,9.916666666666666,39.625,14.829166666666664,1.6375,10,6,9,CE,41.319,Buena
2016-01-10,HGM,24,8.875,33.958333333333336,15.391666666666666,1.3208333333333333,10,6,9,CE,36.979,Buena
2016-01-10,MER,24,9.416666666666666,39.458333333333336,15.154166666666667,1.745833333333333,10,6,9,CE,39.236,Buena
2016-01-10,MGH,23,7.130434782608695,37.17391304347826,15.02608695652174,1.9826086956521736,10,6,9,NO,29.71,Buena
2016-01-10,NEZ,24,7.25,41.166666666666664,15.774999999999999,2.4041666666666663,10,6,9,NE,30.208,Buena
2016-01-10,SAG,24,14.291666666666666,43.833333333333336,15.924999999999997,1.2125000000000004,10,6,9,NE,54.264,Regular
2016-01-10,UAX,23,10.782608695652174,43.65217391304348,14.608695652173918,1.9956521739130428,10,6,9,SE,44.928,Buena
2016-01-10,UIZ,24,8.083333333333334,41.041666666666664,14.737499999999997,1.9125000000000003,10,6,9,SE,33.681,Buena
2016-01-10,XAL,24,10.083333333333334,35.5,15.162500000000001,1.9541666666666666,10,6,9,NE,42.014,Buena
2016-01-11,BJU,24,11.0,44.416666666666664,13.933333333333337,1.7791666666666666,11,0,10,CE,45.833,Buena
2016-01-11,HGM,24,11.375,36.916666666666664,14.645833333333334,1.4791666666666663,11,0,10,CE,47.396,Buena
2016-01-11,MER,24,12.166666666666666,42.083333333333336,14.358333333333334,2.0125,11,0,10,CE,51.099,Regular
2016-01-11,MGH,24,6.083333333333333,36.041666666666664,14.408333333333331,1.9749999999999996,11,0,10,NO,25.347,Buena
2016-01-11,NEZ,21,9.285714285714286,44.95238095238095,14.77142857142857,3.5190476190476185,11,0,10,NE,38.69,Buena
2016-01-11,SAG,24,19.583333333333332,44.083333333333336,15.58333333333333,1.5375000000000003,11,0,10,NE,62.145,Regular
2016-01-11,UAX,19,7.7894736842105265,48.8421052631579,12.8,1.8157894736842106,11,0,10,SE,32.456,Buena
2016-01-11,UIZ,21,8.095238095238095,44.857142857142854,13.276190476190473,2.2523809523809524,11,0,10,SE,33.73,Buena
2016-01-11,XAL,23,10.478260869565217,35.869565217391305,14.643478260869566,2.3739130434782605,11,0,10,NE,43.659,Buena
2016-01-12,AJU,23,9.478260869565217,73.78260869565217,5.665217391304348,2.9086956521739133,12,1,11,SO,39.493,Buena
2016-01-12,BJU,24,22.166666666666668,44.375,13.16666666666667,1.4083333333333332,12,1,11,CE,65.993,Regular
2016-01-12,HGM,24,20.791666666666668,38.583333333333336,13.695833333333333,0.8791666666666668,12,1,11,CE,63.945,Regular
2016-01-12,MER,23,23.347826086956523,46.82608695652174,13.27826086956522,1.4000000000000001,12,1,11,CE,67.752,Regular
2016-01-12,MGH,24,18.041666666666668,40.083333333333336,13.383333333333335,1.2833333333333334,12,1,11,NO,59.849,Regular
2016-01-12,NEZ,23,21.956521739130434,45.391304347826086,13.704347826086956,2.0913043478260867,12,1,11,NE,65.68,Regular
2016-01-12,SAG,20,23.6,51.7,13.125,1.02,12,1,11,NE,68.128,Regular
2016-01-12,TLA,23,25.47826086956522,40.26086956521739,12.617391304347825,1.1608695652173913,12,1,11,NO,70.925,Regular
2016-01-12,UAX,24,15.041666666666666,49.458333333333336,12.945833333333338,1.479166666666667,12,1,11,SE,55.381,Regular
2016-01-12,UIZ,24,16.916666666666668,47.541666666666664,12.904166666666667,1.7291666666666667,12,1,11,SE,58.174,Regular
2016-01-12,XAL,22,28.0,40.27272727272727,13.327272727272726,1.4181818181818182,12,1,11,NE,74.681,Regular
2016-01-13,AJM,23,9.434782608695652,77.6086956521739,8.478260869565217,2.4086956521739133,13,2,12,SO,39.312,Buena
2016-01-13,AJU,18,6.277777777777778,96.55555555555556,4.7,2.644444444444444,13,2,12,SO,26.157,Buena
2016-01-13,BJU,24,13.0,74.16666666666667,10.691666666666665,1.7833333333333332,13,2,12,CE,52.34,Regular
2016-01-13,HGM,24,15.375,66.08333333333333,10.858333333333336,1.7999999999999998,13,2,12,CE,55.878,Regular
2016-01-13,MGH,23,12.826086956521738,70.78260869565217,10.799999999999999,2.0478260869565217,13,2,12,NO,52.081,Regular
2016-01-13,NEZ,24,8.875,71.16666666666667,11.758333333333335,2.633333333333333,13,2,12,NE,36.979,Buena
2016-01-13,SAG,24,13.708333333333334,73.58333333333333,11.825000000000003,1.2208333333333332,13,2,12,NE,53.395,Regular
2016-01-13,TLA,24,20.25,66.0,10.154166666666667,1.9791666666666667,13,2,12,NO,63.138,Regular
2016-01-13,UAX,24,8.041666666666666,76.70833333333333,11.14583333333333,1.8250000000000002,13,2,12,SE,33.507,Buena
2016-01-13,UIZ,24,9.25,76.29166666666667,10.6875,2.3041666666666667,13,2,12,SE,38.542,Buena
2016-01-13,XAL,21,21.904761904761905,63.61904761904762,11.09047619047619,2.119047619047619,13,2,12,NE,65.603,Regular
2016-01-14,AJM,21,4.142857142857143,64.42857142857143,11.861904761904762,2.5999999999999996,14,3,13,SO,17.262,Buena
2016-01-14,BJU,24,7.916666666666667,65.29166666666667,13.708333333333336,1.9041666666666668,14,3,13,CE,32.986,Buena
2016-01-14,HGM,23,8.521739130434783,58.43478260869565,13.734782608695651,1.7347826086956517,14,3,13,CE,35.507,Buena
2016-01-14,MGH,22,9.727272727272727,65.22727272727273,13.186363636363637,2.1727272727272724,14,3,13,NO,40.53,Buena
2016-01-14,SAG,24,6.833333333333333,69.54166666666667,14.316666666666668,1.8624999999999996,14,3,13,NE,28.472,Buena
2016-01-14,TLA,22,14.090909090909092,60.18181818181818,13.07727272727273,2.65,14,3,13,NO,53.965,Regular
2016-01-14,UIZ,19,3.6315789473684212,69.52631578947368,12.784210526315789,2.7263157894736842,14,3,13,SE,15.132,Buena
2016-01-14,XAL,23,11.304347826086957,57.73913043478261,13.752173913043478,3.3999999999999995,14,3,13,NE,47.101,Buena
2016-01-15,AJM,24,4.5,34.25,13.145833333333334,2.8208333333333333,15,4,14,SO,18.75,Buena
2016-01-15,AJU,18,7.388888888888889,57.666666666666664,8.205555555555556,2.777777777777778,15,4,14,SO,30.787,Buena
2016-01-15,BJU,24,12.125,43.583333333333336,14.41666666666667,1.7666666666666664,15,4,14,CE,51.037,Regular
2016-01-15,HGM,24,13.958333333333334,36.375,15.016666666666664,1.8125000000000002,15,4,14,CE,53.768,Regular
2016-01-15,MGH,24,4.791666666666667,36.916666666666664,14.758333333333338,2.1291666666666664,15,4,14,NO,19.965,Buena
2016-01-15,NEZ,23,11.304347826086957,46.08695652173913,14.760869565217389,2.3608695652173917,15,4,14,NE,47.101,Buena
2016-01-15,SAG,24,13.166666666666666,44.041666666666664,15.424999999999997,1.1916666666666667,15,4,14,NE,52.589,Regular
2016-01-15,TLA,24,14.416666666666666,31.666666666666668,14.75,1.9750000000000003,15,4,14,NO,54.45,Regular
2016-01-15,UAX,23,9.478260869565217,49.78260869565217,13.900000000000004,1.7739130434782608,15,4,14,SE,39.493,Buena
2016-01-15,UIZ,24,12.375,44.916666666666664,14.245833333333332,1.95,15,4,14,SE,51.41,Regular
2016-01-15,XAL,24,15.5,33.375,15.008333333333335,2.491666666666667,15,4,14,NE,56.064,Regular
2016-01-16,AJM,23,6.739130434782608,13.73913043478261,13.717391304347826,2.4260869565217393,16,5,15,SO,28.08,Buena
2016-01-16,BJU,24,20.791666666666668,34.791666666666664,13.445833333333333,1.7124999999999997,16,5,15,CE,63.945,Regular
2016-01-16,HGM,24,17.666666666666668,29.625,13.987499999999999,1.3875,16,5,15,CE,59.291,Regular
2016-01-16,MGH,23,15.652173913043478,25.608695652173914,14.165217391304349,1.5999999999999999,16,5,15,NO,56.29,Regular
2016-01-16,NEZ,21,20.428571428571427,37.285714285714285,14.485714285714288,1.7952380952380953,16,5,15,NE,63.404,Regular
2016-01-16,SAG,19,21.05263157894737,39.31578947368421,14.668421052631578,0.9368421052631579,16,5,15,NE,64.334,Regular
2016-01-16,TLA,24,25.166666666666668,26.791666666666668,13.4625,1.0208333333333333,16,5,15,NO,70.461,Regular
2016-01-16,UAX,23,22.608695652173914,47.04347826086956,12.634782608695653,1.504347826086957,16,5,15,SE,66.651,Regular
2016-01-16,UIZ,23,26.08695652173913,39.608695652173914,13.213043478260866,1.7086956521739132,16,5,15,SE,71.832,Regular
2016-01-16,XAL,22,32.68181818181818,28.59090909090909,14.427272727272726,1.6090909090909087,16,5,15,NE,81.654,Regular
2016-01-17,AJM,21,12.238095238095237,18.571428571428573,13.276190476190477,2.176190476190476,17,6,16,SO,51.206,Regular
2016-01-17,AJU,24,10.5,46.541666666666664,6.175,2.466666666666667,17,6,16,SO,43.75,Buena
2016-01-17,BJU,22,26.136363636363637,32.95454545454545,13.536363636363633,1.6272727272727272,17,6,16,CE,71.905,Regular
2016-01-17,HGM,22,33.90909090909091,26.09090909090909,14.527272727272726,1.3545454545454545,17,6,16,CE,83.482,Regular
2016-01-17,MGH,24,24.041666666666668,24.375,14.670833333333334,1.429166666666667,17,6,16,NO,68.785,Regular
2016-01-17,SAG,21,35.285714285714285,30.238095238095237,14.638095238095234,1.319047619047619,17,6,16,NE,85.532,Regular
2016-01-17,TLA,24,23.625,23.75,13.625,1.6375000000000002,17,6,16,NO,68.165,Regular
2016-01-18,AJM,24,19.458333333333332,34.458333333333336,13.704166666666667,2.6875,18,0,17,SO,61.959,Regular
2016-01-18,AJU,23,9.478260869565217,68.73913043478261,6.186956521739131,2.504347826086956,18,0,17,SO,39.493,Buena
2016-01-18,BJU,23,25.08695652173913,41.82608695652174,13.291304347826086,1.7217391304347827,18,0,17,CE,70.342,Regular
2016-01-18,HGM,23,25.347826086956523,35.47826086956522,14.043478260869565,1.7260869565217396,18,0,17,CE,70.731,Regular
2016-01-18,MGH,22,27.454545454545453,39.18181818181818,13.581818181818182,1.7681818181818185,18,0,17,NO,73.868,Regular
2016-01-18,NEZ,24,22.083333333333332,44.291666666666664,14.208333333333334,2.4375,18,0,17,NE,65.869,Regular
2016-01-18,SAG,23,28.73913043478261,45.43478260869565,13.878260869565219,1.4260869565217393,18,0,17,NE,75.782,Regular
2016-01-18,TLA,20,32.6,40.55,12.209999999999997,1.935,18,0,17,NO,81.532,Regular
2016-01-18,UAX,22,24.818181818181817,48.77272727272727,13.195454545454545,1.9954545454545454,18,0,17,SE,69.942,Regular
2016-01-18,UIZ,24,28.083333333333332,46.833333333333336,13.308333333333335,2.0541666666666667,18,0,17,SE,74.805,Regular
2016-01-18,XAL,22,36.18181818181818,36.95454545454545,13.877272727272727,1.9318181818181812,18,0,17,NE,86.867,Regular
2016-01-19,AJM,24,32.375,61.958333333333336,11.733333333333333,1.5249999999999997,19,1,18,SO,81.197,Regular
2016-01-19,AJU,23,26.391304347826086,82.73913043478261,5.643478260869566,1.4173913043478261,19,1,18,SO,72.285,Regular
2016-01-19,BJU,19,40.89473684210526,59.31578947368421,12.278947368421052,1.5736842105263158,19,1,18,CE,93.886,Regular
2016-01-19,HGM,22,41.63636363636363,51.45454545454545,12.836363636363638,1.2818181818181817,19,1,18,CE,94.99,Regular
2016-01-19,MGH,20,40.3,57.75,12.200000000000003,1.295,19,1,18,NO,93.0,Regular
2016-01-19,NEZ,24,31.166666666666668,57.666666666666664,12.825000000000001,1.5333333333333334,19,1,18,NE,79.397,Regular
2016-01-19,SAG,23,31.652173913043477,58.52173913043478,12.96086956521739,1.3608695652173914,19,1,18,NE,80.12,Regular
2016-01-19,TLA,21,43.04761904761905,53.23809523809524,11.819047619047623,1.5047619047619047,19,1,18,NO,97.092,Regular
2016-01-19,UAX,21,33.285714285714285,62.42857142857143,12.328571428571427,1.3476190476190477,19,1,18,SE,82.553,Regular
2016-01-19,UIZ,19,41.21052631578947,57.78947368421053,12.615789473684211,1.5210526315789472,19,1,18,SE,94.356,Regular
2016-01-19,XAL,19,37.26315789473684,48.10526315789474,12.86315789473684,2.0842105263157893,19,1,18,NE,88.477,Regular
2016-01-20,AJM,20,23.5,46.95,12.805000000000001,2.18,20,2,19,SO,67.979,Regular
2016-01-20,AJU,24,20.625,77.0,6.120833333333334,1.9583333333333324,20,2,19,SO,63.697,Regular
2016-01-20,HGM,21,37.0,38.95238095238095,14.49047619047619,1.3714285714285712,20,2,19,CE,88.085,Regular
2016-01-20,MGH,21,29.761904761904763,43.142857142857146,13.909523809523808,1.380952380952381,20,2,19,NO,77.305,Regular
2016-01-20,NEZ,24,32.375,44.958333333333336,14.549999999999999,1.6958333333333335,20,2,19,NE,81.197,Regular
2016-01-20,SAG,23,34.869565217391305,46.21739130434783,14.321739130434782,1.0913043478260869,20,2,19,NE,84.912,Regular
2016-01-20,TLA,20,32.45,38.95,13.044999999999998,1.3800000000000003,20,2,19,NO,81.309,Regular
2016-01-20,UAX,23,42.391304347826086,54.56521739130435,13.791304347826086,1.2695652173913046,20,2,19,SE,96.115,Regular
2016-01-20,UIZ,22,42.68181818181818,47.09090909090909,13.931818181818182,1.3363636363636366,20,2,19,SE,96.547,Regular
2016-01-20,XAL,20,44.65,35.85,14.410000000000002,1.35,20,2,19,NE,99.479,Regular
2016-01-21,AJM,23,17.08695652173913,30.304347826086957,15.22608695652174,2.6043478260869564,21,3,20,SO,58.427,Regular
2016-01-21,BJU,24,31.708333333333332,39.583333333333336,14.850000000000001,1.5833333333333333,21,3,20,CE,80.204,Regular
2016-01-21,HGM,24,30.541666666666668,33.083333333333336,15.470833333333333,1.2874999999999999,21,3,20,CE,78.466,Regular
2016-01-21,MGH,24,23.625,33.875,15.158333333333337,1.554166666666667,21,3,20,NO,68.165,Regular
2016-01-21,NEZ,21,35.19047619047619,38.76190476190476,16.142857142857146,1.5523809523809522,21,3,20,NE,85.39,Regular
2016-01-21,SAG,24,41.458333333333336,44.875,14.741666666666665,1.1541666666666666,21,3,20,NE,94.725,Regular
2016-01-21,TLA,24,29.0,31.166666666666668,14.058333333333332,1.3416666666666668,21,3,20,NO,76.17,Regular
2016-01-21,UAX,21,27.666666666666668,43.666666666666664,14.64285714285714,1.4761904761904763,21,3,20,SE,74.184,Regular
2016-01-21,UIZ,19,38.473684210526315,39.421052631578945,15.536842105263156,1.7421052631578948,21,3,20,SE,90.28,Regular
2016-01-21,XAL,20,36.25,27.2,15.95,2.1550000000000002,21,3,20,NE,86.968,Regular
2016-01-22,AJM,22,23.227272727272727,39.72727272727273,13.327272727272726,2.2454545454545456,22,4,21,SO,67.573,Regular
2016-01-22,AJU,23,25.08695652173913,66.26086956521739,5.260869565217392,1.5956521739130434,22,4,21,SO,70.342,Regular
2016-01-22,BJU,24,29.916666666666668,40.333333333333336,14.562500000000002,1.7874999999999999,22,4,21,CE,77.535,Regular
2016-01-22,HGM,24,30.125,35.208333333333336,14.812500000000002,2.0333333333333337,22,4,21,CE,77.846,Regular
2016-01-22,INN,20,19.25,56.4,6.789999999999999,1.5200000000000002,22,4,21,SO,61.649,Regular
2016-01-22,MGH,19,27.31578947368421,40.68421052631579,13.894736842105264,1.9157894736842105,22,4,21,NO,73.662,Regular
2016-01-22,NEZ,24,31.708333333333332,40.041666666666664,14.762499999999998,1.9374999999999993,22,4,21,NE,80.204,Regular
2016-01-22,SAG,21,28.095238095238095,41.19047619047619,15.0,1.9047619047619047,22,4,21,NE,74.823,Regular
2016-01-22,TLA,22,33.31818181818182,38.27272727272727,13.572727272727274,1.8227272727272728,22,4,21,NO,82.602,Regular
2016-01-22,UAX,22,26.772727272727273,41.27272727272727,14.995454545454544,1.8454545454545455,22,4,21,SE,72.853,Regular
2016-01-22,UIZ,23,36.08695652173913,41.43478260869565,14.256521739130434,2.0913043478260875,22,4,21,SE,86.725,Regular
2016-01-22,XAL,24,34.625,35.458333333333336,14.266666666666666,2.8208333333333333,22,4,21,NE,84.548,Regular
2016-01-23,AJM,24,20.666666666666668,27.0,13.275,2.2249999999999996,23,5,22,SO,63.759,Regular
2016-01-23,AJU,24,19.0,55.625,4.583333333333333,1.9249999999999996,23,5,22,SO,61.277,Regular
2016-01-23,BJU,24,31.791666666666668,31.833333333333332,13.912499999999996,1.5916666666666661,23,5,22,CE,80.328,Regular
2016-01-23,HGM,24,32.083333333333336,27.875,14.095833333333331,1.5124999999999995,23,5,22,CE,80.762,Regular
2016-01-23,INN,24,17.375,43.458333333333336,6.641666666666667,1.529166666666667,23,5,22,SO,58.856,Regular
2016-01-23,MER,23,35.608695652173914,33.47826086956522,13.504347826086958,1.8391304347826083,23,5,22,CE,86.013,Regular
2016-01-23,MGH,23,29.217391304347824,30.17391304347826,13.673913043478262,1.5130434782608697,23,5,22,NO,76.494,Regular
2016-01-23,NEZ,24,34.291666666666664,31.791666666666668,14.033333333333333,1.8958333333333333,23,5,22,NE,84.051,Regular
2016-01-23,SAG,23,28.47826086956522,35.0,13.743478260869566,1.4913043478260868,23,5,22,NE,75.393,Regular
2016-01-23,TLA,21,25.142857142857142,26.523809523809526,12.966666666666665,1.6,23,5,22,NO,70.426,Regular
2016-01-23,UAX,22,28.09090909090909,35.04545454545455,13.727272727272727,1.4454545454545455,23,5,22,SE,74.816,Regular
2016-01-23,UIZ,23,32.130434782608695,32.17391304347826,13.76086956521739,1.7695652173913046,23,5,22,SE,80.833,Regular
2016-01-23,XAL,20,37.6,25.2,14.045000000000002,2.175,23,5,22,NE,88.979,Regular
2016-01-24,AJM,24,26.708333333333332,32.958333333333336,14.145833333333334,2.4916666666666667,24,6,23,SO,72.757,Regular
2016-01-24,AJU,23,25.565217391304348,63.65217391304348,5.565217391304348,1.8130434782608698,24,6,23,SO,71.055,Regular
2016-01-24,BJU,20,40.35,35.2,13.9,1.455,24,6,23,CE,93.074,Regular
2016-01-24,HGM,22,41.40909090909091,28.954545454545453,14.368181818181817,1.0636363636363635,24,6,23,CE,94.652,Regular
2016-01-24,INN,20,19.85,63.75,5.88,1.3699999999999997,24,6,23,SO,62.543,Regular
2016-01-24,MER,23,45.17391304347826,35.26086956521739,13.652173913043475,1.3217391304347825,24,6,23,CE,101.069,Mala
